,amazon_tweets
643,"Took down the last tweet, because, well I was goddamn wrong. Foot firmly in mouth, apologies to @sundarpichai… https://t.co/FyEKHW2OlO"
644,"Hey @amazonIN , 40% discount is all it takes to sell the chocolates which are not fit to eat as they are past their… https://t.co/iBwvAhy8v1"
645,Hi @amazonIN your sellers are scamming people in a pandemic. People ordered Chapi bags 20kg from wishlist of animal… https://t.co/cIg90O3iyl
646,"hi @Uber_India, @amazonIN, @myntra, @dominos_india, @NetflixIndia, @hotstartweets, @oyorooms and @MyNykaa plz get p… https://t.co/FQCXxzynHq"
647,"Tried @getsimpl today.Awesome exp.Hope to use it soon on @Uber_India, @amazonIN, @dominos_india, @oyorooms and @MyNykaa  #KeepItSimpl 👍"
648,Is it some kind of joke going on? @amazonIN I am a Prime Member and while shopping for veg n fruits from Amazon Fre… https://t.co/YUoLdMtY2Q
649,Hello @amazon and @amazonIN Cancelling orders without customer knowledge is a bad practice. My order#  408-7168461-… https://t.co/6IPeVnyC2g
650,Had a sudden memory of #PanamKalkandu and landed in a lovely product page. Also advertised as diabetes free 😬… https://t.co/CPq5kJMJl0
651,I saw ppe kits for 20000 today. @amazonIN and @Flipkart . Time to clean the mess https://t.co/HJeq3AtrlO
652,"Samsung M42 5G 🔥🔥🔥
#FastestMonster @amazonIN @SamsungIndia #SamsungM42 https://t.co/dL6FzCiTSe"
653,"Hey @amazonIN  today I saw live amazon delivery persons temporing with the customer order , they simply opened the… https://t.co/0fYlyBxQwB"
654,Amazon donates 10k #Oxygen concentrator &amp; BIPAP machines to India. It’s a fair time to give back to India. Thank yo… https://t.co/89o3sxGh3v
655,"#PanasonicACQuiz @amazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/EVVF36Fvdq"
656,"#AmazonSpinandWin
T20 CRICKET FEVER
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible fo… https://t.co/bSCMgjKrvS"
657,"#AmazonQuiz
Daily QuizTime
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible for win pri… https://t.co/oTPgB7KbvR"
658,"#Mi11SeriesQuiz @amazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/8qnHeyTGuN"
659,"#OnePlus9seriesAmazonQuiz @amazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/FRnnUnEbiH"
660,"#AmazonSpinandWin
Mother's Day Quiz
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible fo… https://t.co/BafinQIrz6"
661,"🏆 #AmazonQuiz - Win GoPro HERO9 
⏳ 27 Apr 21 (24 hours) 
✨ Daily Quiz Answers  

1. Varuna (2) 
2. Sputnik- V (1)… https://t.co/xhnYeRIsWj"
662,"#AmazonQuiz @amazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/1j0q2PA5cP"
663,"#AmazonQuiz @amazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/RB4yz2knSq"
664,"Thanks for this quiz @amazonIN 
#AmazonSpinandWin https://t.co/OkG4qDrOD2"
665,"Thanks for this quiz @amazonIN 
#AmazonSpinandWin https://t.co/i6WtcAwpQY"
666,"Thanks for this quiz @amazonIN 
#AmazonSpinandWin https://t.co/p9dlp8FhHM"
667,"Time traveling by Amazon: It is 12:31AM right now, but the app already shows that the package has arrived at the co… https://t.co/o2HAbFhNOO"
668,"Thanks for this quiz @amazonIN 
#DailyQuizTime https://t.co/ZGB8FimahN"
669,"Please no more donations to PM and CM funds. They think it's their pocket money and spend as they want.
Instead, do… https://t.co/HxXCFiF9y7"
670,"I hope I will win once #AmazonSpinandWin 
@amazon @amazonIN https://t.co/bsLTHqiO8l"
671,"Hi @amazon @amazonIN.
Hope you are well, 

I though amazon delivered many product's. So why not delivered #Oxygen i… https://t.co/Q11TzPu2eB"
672,"Although @PrimeVideo has much more good web series than @netflix , I prefer to watch Netflix more. bcz it allows sc… https://t.co/I4dBXsSJ9F"
673,Thank you @amazonIN https://t.co/8dSOvFXhfA
674,".@amazonIN I have ordered the two items, paid and then cancelled it. Please issue a refund. It does not show me any… https://t.co/7IdARN95MX"
675,"best deal on amazing 
https://t.co/pUgfhqYBwu
#MOONSHOT 
@amazonIN"
676,Damn people ! All these men have been trying to blame Modi / Mamata / Kejriwal / etc etc for the unforeseen spike i… https://t.co/QSvJCqXCCI
677,Absolutely shamefull @Flipkart @amazonIN https://t.co/2R3rldJwMx
678,Thank you @amazonIN @amazon @JeffBezos and @Google @sundarpichai 🙏 https://t.co/4EN2u992qv
679,"JUST ORDERED A US POLO T-SHIRT FROM AMAZON INDIA, 
IS THIS ALLOWED IN ESSENTIALS LIST BY MAHARASHTRA GOVERNMENT… https://t.co/MpKGEOf0K1"
680,"This is bizarre!!!
@amazonIN and @Flipkart have seriously decided that this is the right time to take business at h… https://t.co/8t4scVhfHY"
681,"Bought a Laptop choosing 24months EMI in @amazonIN using @AxisBankSupport @AxisBank
Credit card.

But, Bill was gen… https://t.co/xOWVgeDVrh"
682,"Who says black marketing is not happening?
Shit people are trying their best to tap all the public money

Just chec… https://t.co/YHgYN2jxB6"
683,I would really appreciate a reply. Are non essential items unavailable on Amazon during the lockdown in Bangalore f… https://t.co/wArVVJOXGR
684,"Not yet fixed

I repeat, there is a spelling error.
It is SAMSUNG not SAMUNG

@SamsungIndia 
@SamsungMobile… https://t.co/cgQfvuSd5F"
685,"#amazonfunzoneslots 
@amazonIN 😍
I have entered the lucky draw eagerly waiting for results🤩 https://t.co/fYvwe56hag"
686,"#Mi11SeriesQuiz 
@amazonIN 
@XiaomiIndia

Hope i will win this chance... Iam a big fan of @XiaomiIndia🤩 https://t.co/BjhNxlDGeD"
687,"This #EufybyAnker #RoboVac11s may be super-slim, but it’s packed with a 3-point cleaning system, BoostIQ technology… https://t.co/TB8yU2n2Xq"
688,"Thanks 😊for the Quiz @amazonIN 
#AmazonSpinandWin https://t.co/nBd7nT6jo0"
689,"Thank you for the Quiz @amazonIN 
#amazonfunzoneslots https://t.co/XdeBsOy1Vm"
690,"Thank you for the Quiz @amazonIN 
#AmazonSpinandWin https://t.co/f0MjsLGeNH"
691,Wow great News. Thank you @amazonIN https://t.co/grmjN8jbFK
692,I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone… https://t.co/ZgzwdqoRwU
693,I just saw a video about dabbawalas suffering in Mumbai due to lockdown. No work. This is to all @zomato @zomatoin… https://t.co/zomxOkuNAs
694,An order containing two stethoscopes was sent to me. Today it was delivered but only one stethoscope was there in i… https://t.co/SbPGaw50zZ
695,"Breaking (+ve) News 

Amazon India to airlift more than 8,000 #Oxygen concentrators and 500 BiPAP machines from Sin… https://t.co/Lw2zfx9biz"
696,"QUOTES from The Door to Happiness: A Story Worth Knowing! (PD's Inner Voice... https://t.co/esB2w9E4D5 via @amazonIN 

ON SALE!"
697,"Yes really, price of oxymeters has rocketed. Unfair business practices under the name of @amazonIN  &amp; @Flipkart usi… https://t.co/aYO6VfLThP"
698,"Check out my spanking new #AmazonBrandStore page on @AmazonIN
#SundariVenkatraman #FlamingSun #Romancenovels… https://t.co/cGex5ozMTe"
699,boAt Bassheads 100 in Ear Wired Earphones with Mic(Black) Boat https://t.co/kV3XBhZGrb via @amazonIN
700,"Thank you @amazonIN for delivering this Wifi Adapater today.
Special thanks to @imparixit for making me aware that… https://t.co/Gg993JEGLC"
701,Return of the Maca (Chronicles of the Maca Book 4) by Mari Collier https://t.co/ouMmqeHjRf via @amazonIN
702,"Do we need to import cheap Chinese Face masks still ?? 

Vendor ValueCart is benami of @amazonIN

Mediweave K95 Fac… https://t.co/NoOWXLttc0"
703,"Not Available??? 

@amazonIN @SavlonIndia https://t.co/Z4widXPKj5"
704,"Hi 👋,
I'm Kush
@amazonIN In Mid Of Jan I Have Ordered This Earbuds And  I Recently Checked The Box Correctly And I… https://t.co/iWRIE9xk2i"
705,"dear @google please don't donate us in terms of money becoz our Govt is still in counting huge #PMCareFunds 

pls d… https://t.co/A1pCi3MEUb"
706,"Dear @amazonIN team, please start delivering mobile phones , mobile phones are essential for every purpose.
My phon… https://t.co/gjLykSDFf0"
707,This is ridiculous @Flipkart @amazonIN @JeffBezos @AmitAgarwal https://t.co/YNfGGjuvU8
708,"Tried @getsimpl today.Awesome exp.Hope to use it soon on @Uber_India, @amazonIN and @myntra  #KeepItSimpl"
709,"Waiting for this because I have high expectations from SNAPDRAGON 750G and Samsung Amoled display ❤️
@amazonIN… https://t.co/xHqWXKRo7Y"
710,#AmazonSpinandWin @amazonIN may I win ? https://t.co/26bTV2nDPj
711,My parcel reached indore since last 3 days &amp; I'm also in indore . Due to covid second wave I have to leave indore s… https://t.co/n6pO8GPpwl
712,"Subscribed  ✅
MONSTER-FAST SAFETY with KNOX Security is my favourite feature. 👍✔️
@SamsungIndia @amazonIN… https://t.co/kIkxV8zXON"
713,Are your sellers authorised to contact customer directly @amazonIN ! why do we even bother buying through you! I ca… https://t.co/NryfXqrMUF
714,"I just had a very good experience speaking with Customer Care of @amazonIN . Amazing, Amazing Team! Never felt this… https://t.co/t04vlHEqRr"
715,"hey @Uber_India, @amazonIN and @hotstartweets haaaaaaaave you met @getsimpl"
716,Just checkout the amazon agent speaks the way by below link. Never buy amazon prime they didn't care about your on… https://t.co/blZUKbXy56
717,Paytm aims to raise Rs 10 crore for oxygen concentrators! @PhonePe_ @amazonIN @SamsungIndia @HSBC_UK @StanChartIN… https://t.co/cG1uscKneC
718,.@amazonIN ecomm services should have been restored from today but still I am not able to place orders from 490001?… https://t.co/IyQ0qMg82O
719,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/4IWrYascJg

@amazonIN… https://t.co/SZQE0xne3G"
720,"hi @Uber_India, @amazonIN and @dominos_india plz get pay later option  #KeepItSimpl"
721,"Hello @amazonIN @AmazonHelp
Need your help!
My order is arrived at Amazon facility in Nagpur as last updated on Apr… https://t.co/olR6AM7Oj1"
722,"Love the ease of @getsimpl. pls integrate with @Uber_India, @amazonIN, @myntra, @dominos_india, @NetflixIndia and… https://t.co/jBHn4NUjMh"
723,I had ordered AC on 2nd of April but not delivered yet as amazon app showing me tracking id and delivery partner na… https://t.co/p7LDUMId07
724,"In times of distress, courtesy the pandemic, Ram Karthik sends a pleasant review on @amazonIN for… https://t.co/kTrzsFsB8F"
725,"Order groceries, sanitisers &amp; other essentials at discounted prices with these @amazonIN deals and coupons!👇… https://t.co/FSU4uNimie"
726,"I don't understand what's wrong with @amazonIN @AmazonHelp 
Order date

18-Apr-2021

Order #

405-2925869-0901110… https://t.co/NMFA9RRJrG"
727,"Free delivery, blockbuster entertainment, ad-free music and much more... Join Prime Now #MembershipEkKhushiyanAnek https://t.co/76Ep3af1XE"
728,Dear @amazonIN How is it possible? Status shown not yet dispatched but delivery expected by 28 April.
729,"Operation Jinnah by Shiv Aroor #BookReviews  https://t.co/g3SwjosJ3m  @ShivAroor @amazonin"
730,"Waiting😍😍

#FastestMonster #SamsungM42  @amazonIN @SamsungIndia https://t.co/B8vDutk24t"
731,"is there someone who can regulate these opportunists ? 
@PiyushGoyal @drharshvardhan
@TajinderBagga @nsitharaman… https://t.co/DQ2M15g4bH"
732,Have you or anyone you know ever won an @amazonIN #luckydraw ???
733,"Hugely hugely disappointed with @amazonIN with their response. 
First they deliver defective products then their cu… https://t.co/izdg4sNQWP"
734,"#Monsterfast #SamsungM42 #AmazonQuiz @amazonIN @SamsungIndia 
Love the safe and secure payment by Samsung pay https://t.co/A4Di0bi5QB"
735,#IQOO7seriesA brand that pushes its best at their products..i wish to own one...every feature is a killer...feature… https://t.co/XQxLj6jIOq
736,"Intellux-Blu is a modern-day wallet that is finely crafted and is made from premium leather quality, it has a lot o… https://t.co/t2UD0lBpTJ"
737,"S J.D. @SJD72489404 
#AmazonQuiz 
#DailyQuizTime 
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN 
@amazon https://t.co/u3Ln9mfKEn"
738,Yo @Flipkart why can't you provide proper customer service training to your staff? 10 times they call back but call… https://t.co/hs8nZAXQ9n
739,5G at affordable price #FastestMonster @amazonIN @SamsungIndia #SamsungM42 https://t.co/Lwb2BVBFUF
740,"Amazon Quiz Contest Answers For April 26, 2021 @amazonIN https://t.co/VoKn4iewGD via @gizbot"
741,I have a gentle question from @amazon @amazonIN ..... If u have no infrastructure to deliver products on time then… https://t.co/ZHQZIIEQ5Z
742,"SBI and Amazon, no one is answering properly. Amazon did refund, but sbi saying no amount received. My refund got s… https://t.co/gHDkO2sjPk"
743,".@amazonIN I spoke to your executive regarding refund for order 403-3230496-5355546 due to wrong item.

Had also pr… https://t.co/S7uqDVH34W"
744,Still my product not delivered expected delivery date is 20April ..worst service.@Flipkart @amazonIN… https://t.co/XGBr6OCy1f
745,"Wow @Grofers what an Idea 
Price of 1Kg. Potato is ₹19 and 5Kg is ₹96 what a calculation same with Onions 1Kg is ₹2… https://t.co/6kILDgHUQR"
746,"This is not good 
@RedmiIndia you are selling redmi note 10 series at higher price on Flipkart and it is 24/7 avail… https://t.co/Jm7fQ0Sr0j"
747,Not able to track my order @amazon @amazonIN
748,"hey @Uber_India, @amazonIN, @dominos_india and @oyorooms haaaaaaaave you met @getsimpl"
749,"Dear @amazonIN @AmazonHelp I’ve ordered an refrigerator, today I got call from delivery guy he said collect your or… https://t.co/W0lOA09LuY"
750,"hey @Uber_India, @amazonIN, @myntra, @dominos_india, @zomatoin, @NetflixIndia and @oyorooms haaaaaaaave you met @getsimpl?  #KeepItSimpl"
751,Hey @amazonIN. I got a call from this number offering a prize money. Know its completely fake. Please take action - +91 93391 98169
752,Really excited for this one #FastestMonster @amazonIN @SamsungIndia #SamsungM42 #samsungfanboy https://t.co/iPH5RxRZuv
753,"C'mon @amazonIN you make shopping for essentials so easy. However, for this small pack of garbage bags, why have yo… https://t.co/eglpTipbfJ"
754,"Dear Amazon, can you please explain the reason behind this symbol/icon/character or whatever marked in red. Little… https://t.co/MN7xXaA69c"
755,Bought this  from @amazonIN ...nice product #mustbuy https://t.co/utKr22XASl
756,People matters. Thank U would be an understated word for this @amazonIN @AmazonNews_IN https://t.co/7bVuvuZXhJ
757,"Tried @getsimpl today.Awesome exp.Hope to use it soon on @amazonIN, @myntra, @dominos_india, @NetflixIndia,… https://t.co/9qPqVmwa0B"
758,Can any one explain wht are those coupons on amazon when i buy iqoo 7 series? @yabhishekhd @Gadgetsdata @utsavtechie @IqooInd @amazonIN
759,dear @amazonIN My order is stuck is neither delivering nor giving option for refund/cancellation. what should I do?… https://t.co/bnfHDZGLWO
760,Dear @SamsungIndia @amazonIN there is a spelling mistake. Kindly check this. https://t.co/Z3XxyZWcHM
761,The Oximeter which used to cost Rs. 1400 - 1500 a few weeks back is now being sold at Rs. 4750. This is not the tim… https://t.co/qOAF6A86YX
762,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/BxSRrucVhm
@amazonIN… https://t.co/D0vStVv16l"
763,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/SnAexhqz7I
@amazonIN… https://t.co/JUR4jQwYKL"
764,I have participated in Amazon quiz I hope I win and be able to use #IWonOnAmazon @amazon @amazonIN
765,Tiny Letters 💌: The collection of all the letters written by the Letterflix team is now available on  @amazonIN… https://t.co/hAPzknMmAu
766,"🔗 https://t.co/u1vUMQUjYi
Upto 60% off on Mobile Accessories from Wings, Wecool, pTron &amp; more
🔗… https://t.co/ntwgkUe2XN"
767,#amazonspinandwin 😊😊 yes plz I want it fast @amazonin https://t.co/nP5qR4PXp1
768,"263107957374

This was suppose to deliver at 9 PM and yet to be delivered.... @amazonIN Pls underestand the urgency… https://t.co/RFj50Ra6Yt"
769,"Qualcomm SD 8705G PROCESSOR , 66W Flash Charge is my favourite feature @IqooInd @amazonIN #iQOO7Series https://t.co/Whc014iZJu"
770,Hello @amazonIN @Flipkart isnt there any cap.on prices of medical equips like oximeter and thermameters ? Rs.1500 w… https://t.co/nJXhtsXiOl
771,"QUALCOMM SNAPDRAGON 8705G PROCESSOR, &amp; 120Hz AMOLED DISPLAY  is my favourite feature @IqooInd @amazonIN #iQOO7Series https://t.co/SoIdzQ2bGE"
772,HEY @Uber_India and @amazonIN Y U NO @getsimpl  #KeepItSimpl
773,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/xVVXwEcryS
I have entered all r… https://t.co/JaCE4G7igP"
774,"Best #TrendingNow collection of kurta pajama.
Buy these amazing kurta's from here. @amazonIN
https://t.co/LpPWrD3gQm https://t.co/pUN5bA7BmN"
